domain,raw_count,processed_count
petparadiseresort.com,35,35
bakerbrosdeli.com,3,3
fallasstores.net,96,96
thedrybar.com,130,130
angelikafilmcenter.com,6,6
oceandental.net,20,20
pricecutteronline.com,21,21
thorntonsinc.com,192,192
papavinositaliankitchen.com,3,3
thebookrack.com,107,107
giovannispizzapower.com,97,97
modernmarket.com,32,32
nationalcashadvance.com,10,10
yvesdelorme.com,65,28
yogapod.com,13,13
myfoodbazaar.com,26,26
doghaus.com,36,36
allsaints.com,68,68
metfoods.com,19,19
rockbottom.com,26,26
sprintmart.com,89,89
ballarddesigns.com,14,14
paintingwithatwist.com,296,296
tindrumasiankitchen.com,11,11
nativegrillandwings.com,29,29
acelero.net,48,48
unclejulios.com,36,36
mutualofomahabank.com,28,28
roadys.com,188,188
burkewilliamsspa.com,10,10
buylowmarket.com,7,7
renasantbank.com,334,334
daphnes.biz,23,23
burgerlounge.com,25,25
ferrellgas.com,781,781
montanamikes.com,14,14
pacifictheatres.com,6,6
spring-market.com,24,24
superkingmarkets.com,8,8
morganjewelers.com,16,16
theliquorbarn.com,2,2
oceanfirstonline.com,80,80
brandymelvilleusa.com,93,34
bonobos.com,61,61
centralmarket.com,10,10
theprimerib.com,3,3
danielsjewelers.com,100,100
massimodutti.com,4,4
officetaverngrill.com,2,2
smartandfinal.com,260,260
piefivepizza.com,58,58
texassteakhouse.com,12,12
juanvaldezcafe.com,6,6
coxhealth.com,33,33
frontgate.com,6,6
medcotool.com,10,10
fbmsales.com,151,151
eagletransmission.com,25,25
thedaileymethod.com,44,44
roofdepot.com,26,26
vanheusen.com,150,150
ditchwitch.com,101,101
choicehotels.com/sleep-inn,389,389
villagetavern.com,10,10
dailygrill.com,13,13
cityfurniture.com,19,19
kidsrkids.com,166,166
mobil.com,11958,5050
olgas.com,27,27
pressedjuicery.com,76,76
thechristhospital.com,244,244
theathletesfoot.com,49,49
rainbowccc.com,163,163
heinebroscoffee.com,17,17
smiledoctors.com,164,164
pappasitos.com,24,24
lincoln.com,830,830
granitecityelectric.com,26,26
nyxcosmetics.com,42,42
roosterswings.com,42,42
speckspets.com,10,10
oilchangerinc.com,43,43
ilovedirtcheap.com,107,107
ctownsupermarkets.com,132,132
sammoon.com,7,7
megaplextheatres.com,15,15
mcsbnh.com,9,9
carrolltire.com,58,58
swatch.com,70,70
rioranchmarket.com,7,7
localfirstbank.com,108,108
tedscafe.com,10,10
oilstopinc.com,24,24
onehourheatandair.com,171,171
salonikigreek.com,3,3
kegsteakhouse.com,106,106
unfi.com,22,22
super1foods.com,47,47
labcorp.com,1877,1877
blackstonesteakhouse.com,4,4
romeospizza.com,35,35
muvfitness.com,13,13
millersmarkets.net,10,10
associatedbank.com,239,239
tylerstx.com,8,8
surftaco.com,14,14
paulmartinsamericangrill.com,11,11
nutritioncityonline.com,2,2
roti.com,42,42
franchise-biguine.com,3,3
workoutworld.com,11,11
ivars.com,24,24
monarchdental.com,245,76
boomerjacks.com,13,13
barreforte.com,11,11
cafe-express.com,7,7
emetabolic.com,115,115
ritecheck.com,14,14
multicare.org,468,468
ditkasrestaurants.com,3,3
northwesternmutual.com,7320,7320
7forallmankind.com,47,47
grimaldis.com,2,2
nealtire.com,25,25
micocinarestaurants.com,22,22
aroma.us,5,5
eddiemerlots.com,13,13
1800flowers.com,117,117
tristateopenmri.com,85,85
childcarenetwork.net,223,223
uhaul.com,19696,1811
saucepizzaandwine.com,16,16
blazingonion.com,7,7
drayerpt.com,168,168
normsrestaurants.com,19,19
cinemagicmovies.com,8,8
medexpress.com,284,284
mypiada.com,41,41
alaskacommercial.com,24,24
nextcare.com,143,143
foodkingcostplus.com,22,22
therockwfk.com,17,17
onelifefitness.com,36,36
oururgentcare.com,7,7
jackstackbbq.com,5,5
phoenixschools.com,8,8
sutterhealth.org,669,669
ironhillbrewery.com,17,17
drinkblenders.com,17,17
davannis.com,22,22
comfortsuites.com,589,589
metrodiner.com,72,72
midwest-dental.com,188,188
colormemine.com,117,117
wheelworks.net,29,29
midtown.com,8,8
champps.com,9,9
metromattress.com,52,52
sharkeyscutsforkids.com,62,62
staterbros.com,172,172
craveamerica.com,10,10
morganusa.com,7,7
chompies.com,5,5
marshallmedical.org,46,46
studiobarre.com,18,18
pilatesproworks.com,11,11
steppingstoneschool.com,19,19
andiamoitalia.com,8,8
mydrdental.com,44,44
1000degreespizza.com,40,40
oliverpeoples.com,37,37
vapiano.com,9,9
knockouts.net,55,55
stevibs.com,19,19
cpsagu.com,278,278
caputomarkets.com,7,7
choicehotels.com/clarion,153,153
atmarketfresh.com,3,3
murphysdeli.com,63,63
communityamerica.com,33,33
dockers.com,5,5
cinemacafe.com,5,5
bodyplex.com,11,11
hwy55burgers.com,138,138
projectpie.com,3,3
adagio.com,3,3
starmarket.com,20,20
ynhh.org,142,142
definebody.com,16,16
mfa-inc.com,193,193
seacoastbank.com,51,51
changinghands.com,2,2
nutrishopusa.com,149,149
perryssteakhouse.com,20,20
romantix.com,60,60
miamisubs.com,30,30
shieldhealthcare.com,17,17
clearchoice.com,54,54
fitrepublic.com,41,41
beermiscuous.com,2,2
mrsmoothie.com,12,12
ziebart1.com,85,85
hanger.com,702,702
superwash.com,236,236
petpros.org,23,23
morfurniture.com,49,49
parcelplus.com,22,22
iconcinemas.com,3,3
paper-source.com,129,129
modernacupuncture.com,55,55
tomandchee.com,12,12
dyson.com,27,27
stickyfingers.com,11,11
yogaworks.com,61,61
cslplasma.com,245,245
lemonadela.com,27,27
uwmedicine.org,272,272
thomassabo.com,109,109
duanereade.com,118,118
follett.com,1208,1208
minnieland.com,31,31
genejuarez.com,10,10
thecleaningauthority.com,222,222
rockyrococo.com,35,35
brightstarcare.com,239,239
roadrunnersports.com,40,40
plateautel.com,9,9
armani.com,175,175
muellerinc.com,33,33
petro.com,35,35
raymondjames.com,3451,2638
f45training.com,248,248
superrunnersshop.com,4,4
davisfoodanddrug.com,4,4
blackeyedpeacolorado.com,9,9
maxmara.com,16,16
sammyspizza.com,12,12
gotodobbs.com,40,40
earthboundtrading.com,101,101
regency.hyatt.com,91,91
norwaysavingsbank.com,24,24
medievaltimes.com,9,9
bonchon.com,97,97
crutchfield.com,2,2
wesco.com,362,362
tacomac.com,26,26
campbowwow.com,169,169
o2fitnessclubs.com,27,27
cosstores.com,20,20
virtua.org,30,30
whywaitintheer.com,30,30
robertwayne.com,68,68
rooflinesupply.com,28,28
xtendbarre.com,11,11
patcatans.com,35,35
toniguy.com,30,30
bathfitter.com,124,124
brigantine.com,8,8
albertsonsmarket.com,28,28
cspire.com,122,73
northcoastroofingsystems.com,26,26
bottledblondechi.com,3,3
rushtruckcenters.com,120,120
eegees.com,67,67
substationii.com,43,43
corahealth.com,112,112
haleandhearty.com,22,22
jumpingworldusa.com,11,11
vineyardvines.com,114,114
mortonbuildings.com,109,109
billskhakis.com,169,169
ipictheaters.com,16,16
sunshinehouse.com,91,91
earlsribpalace.com,5,5
motionindustries.com,405,405
blairsmarket.com,3,3
dallasbbq.com,11,11
mothersmarket.com,8,8
redlion.com/americas-best-value-inns-suites,696,695
ctshirts.co.uk,13,13
merchantsbank.com,21,21
moleskine.com,10,10
texastooltraders.com,15,15
safeway.com/pharmacy,428,428
eaglerider.com,195,195
catrentalstore.com,693,693
thedynamicfitness.com,3,3
becksprime.com,14,14
drmartens.com,24,24
place.hyatt.com,91,91
bannerhealth.com,60,57
northshorefarms.com,8,8
saloncielo.com,5,5
jracademykids.com,29,29
starlightcinemas.com,5,5
anytimefitness.com,2805,2733
z-spray.com,905,905
mobilemini.com,140,140
gambinospizza.com,45,45
sweetfactory.com,26,26
daltile.com,6384,243
binswangerglass.com,62,62
mountainsidefitness.com,17,17
cafishgrill.com,28,28
goorin.com,28,28
grifolsplasma.com,199,10
goldfishswimschool.com,99,99
carmike.com,637,637
ywca.org,212,212
theaffordableway.com,33,33
mysagedental.com,61,61
rubytequilas.com,5,5
sunrisedental.com,56,56
taqueriadelsol.com,7,7
gloriascuisine.com,20,20
agentprovocateur.com,11,11
hsbc.ca,2955,133
superiordistribution.net,41,41
potterybarn.com,270,261
prohealthcare.com,351,71
mjrtheatres.com,10,10
aaa.com/autorepair,5959,15
beggarspizza.com,26,26
hsbc.com,232,225
sunstonefit.com,15,15
santafecattleco.com,14,14
freshandco.com,20,20
linksoflondon.com,5,5
patioenc.com,48,48
charlestons.com,19,19
perfectteeth.com,61,61
merlins.com,28,28
hotelindigo.com,64,64
myrentking.com,18,18
elevationburger.com,27,27
johnstonmurphy.com,1830,1530
bashas.com,56,56
izod.com,146,146
hopdoddy.com,32,32
centennialbanking.com,96,24
abbottscustard.com,38,38
e-zmart.com,98,98
concentra.com,503,503
tcfbank.com,807,312
public.websteronline.com,213,213
papamurphys.com,1364,1364
norbysfarmfleet.com,11,11
1800packrat.com,62,62
salsaritas.com,79,79
emeraldcitysmoothie.com,37,37
choiceoneuc.com,15,15
popingos.com,7,7
orangeleafyogurt.com,150,150
awrestaurants.com,590,590
fastestlabs.com,39,39
burton.com,29,29
chamberlins.com,7,7
mgmresorts.com,20,20
canadagoose.com,4,4
jetfoodstores.com,49,49
thebrokenyolkcafe.com,34,34
moyespharmacy.com,6,6
shopakira.com,27,27
currysauto.com,24,24
centric.hyatt.com,18,18
renewalbyanderson.com,79,79
reebok.com,66,66
cinnabon.com,798,543
franciscanalliance.org,677,677
tcby.com,232,232
peoplesbanknc.com,20,20
superdollarstores.com,7,7
flanigans.net,23,23
delfriscosgrille.com,24,24
supermex.com,13,13
jamesavery.com,301,86
rccwesternstores.com,241,241
evereve.com,91,91
hottopic.com,676,676
timbuk2.com,10,10
sunsetfoods.com,5,5
reliablesrg.com,6,6
sharis.com,93,93
tamarackmaterials.com,10,10
bakerssquare.com,32,32
roadrangerusa.com,38,38
superchix.com,4,4
fishersfoods.com,4,4
mgbwhome.com,31,31
golfusa.com,15,15
meatheadsburgers.com,14,14
merrell.com,6411,39
brownschicken.com,20,20
newportcreamery.com,12,12
shoepalace.com,162,162
apricotlaneusa.com,41,41
argotea.com,41,41
restorationhardware.com,109,109
wahlburgers.com,34,34
cheeseburgerbobbys.com,13,13
nationaltvrental.com,20,20
shopforesthillsfoods.com,2,2
turners.com,27,27
checkcashingandmoreshopper.com,22,22
auntieannes.com,1170,1170
elixirjuice.com,8,8
gordonbiersch.com,22,22
chevys.com,23,23
brgr.com,2,2
movietavern.com,22,22
motel6.com,1215,1215
blackbeardiner.com,132,132
giuntasmeatfarms.com,9,9
oreck.com,183,182
safeguardit.com,73,73
supplementsuperstores.com,21,21
sizzler.com,129,129
fairwaymarket.com,19,19
medicap.com,101,101
torrid.com,592,592
foodgiant.com,106,106
carlsjr.com,1141,1120
lush.com,199,199
keyfood.com,269,134
tractorsupply.com,1785,1785
fooddepot.com,40,40
supervalustores.com,116,116
gyu-kaku.com,54,54
darascornermarket.com,7,7
pirtekusa.com,85,85
renys.com,18,18
acehardware.com,4005,4005
knowjacks.com,11,11
hmart.com,66,66
shopversona.com,55,55
vicandanthonys.com,4,4
target.com,1853,1853
bigotires.com,464,464
yardhouse.com,79,79
lowes.com,1724,1724
jambajuice.com,772,772
churchs.com,969,969
callitspring.com,53,53
jacksons.com,238,238
pandora.net,359,359
fredsinc.com,812,549
racewaystores.com,250,250
peartreeinn.com,13,13
eltorito.com,31,31
searshometownstores.com,470,470
maxandermas.com,26,26
eddiev.com,25,25
pier1.com,902,902
knightsinn.com,1114,279
kort.com,58,3
mellowmushroom.com,192,192
burgerfi.com,99,99
brookdale.com,798,798
aarons.com,1600,1600
carvel.com,319,319
joevsmartshop.com,9,9
marriott.com/fairfield-inn,891,891
springhillsuites.com,5135,455
pakasak.com,35,35
eatandys.com,83,83
rallystores.com,11,11
capncork.com,15,15
fresh.com,540,540
buschgardens.com,2,2
snappytomato.com,48,48
hollywoodtans.com,35,35
grand.hyatt.com,18,18
monicals.com,63,63
safeway.ca,182,182
fredsmeds.com,886,341
delsoliga.com,6,6
enterprisecarsales.com,140,140
tso.com,107,107
mcalistersdeli.com,443,443
mccrawoil.com,8,8
rutters.com,47,47
pizzahut.com,7587,7587
heinens.com,23,23
hotheadburritos.com,78,78
sunflowerms.com,6,6
amerisbank.com,137,130
riesbeckfoods.com,12,12
walmart.com,4695,4695
fareway.com,125,125
cottman.com,52,52
good2gostores.com,59,59
crackerbarrel.com,660,660
embroidme.com,172,172
madewell.com,133,133
lincolnlandoil.com,12,12
pier1.ca,67,67
aeropostale.com,499,499
hy-vee.com,268,247
dominos.com,5899,5899
buybuybaby.com,131,131
oshkosh.com,1240,463
skechers.com,493,493
moes.com,711,711
aubonpain.com,186,186
merlenorman.com,1086,1086
grandys.com,39,39
mini-mart.com,18,18
bedbathandbeyond.ca,62,62
goodygoody.com,20,20
regmovies.com,564,464
perkinsrestaurants.com,363,363
jimboystacos.com,44,44
nambe.com,8,8
offaisle.com,4,4
lovesac.com,81,81
equinox.com,104,104
chickene.com,244,244
footaction.com,271,271
scooterscoffee.com,228,228
buschs.com,16,16
north40.com,10,10
gatepetro.com,8,8
washnfillstores.com,11,11
qshop.us,13,13
biaggis.com,19,19
underarmour.com,10541,183
mattressfirm.com,2617,2617
shell.us,13274,13274
hornbachers.com,9,9
wahoos.com,47,47
laverdes.com,1,1
sals-pizza.com,14,14
sierratradingpost.com,39,39
wingstop.com,1161,1161
erbertandgerberts.com,92,92
footlocker.com,896,896
cititrends.com,562,562
clarksusa.com,277,277
nekterjuicebar.com,145,145
searsoutlet.com,765,126
blackangus.com,43,43
citycoboston.com,5,5
marcheami.ca,102,102
dennys.ca,73,73
tumi.com,782,215
tacobell.com,6895,6895
petco.com,1489,1489
softsurroundings.com,81,81
tonysfreshmarket.com,15,15
redrobin.com,561,561
champssports.com,539,539
hayssupermarkets.com,10,10
mortonwilliams.com,17,17
badcock.com,361,361
marriott.com,5135,325
sinclairoil.com,1483,1483
kfc.ca,668,668
rediclinic.com,67,67
petroserveusa.com,20,20
kidsfootlocker.com,389,389
kingsfoodmarkets.com,25,25
la-z-boy.com,2016,651
winchells.com,60,60
crowneplaza.com,3644,120
oberweis.com,16,16
aquariumrestaurants.com,4,4
crsupermarkets.com,11,11
moayerco.com,19,19
mitchellsfishmarket.com,12,12
mccormickandschmicks.com,37,37
schlotzskys.com,370,370
naturalizer.ca,81,81
landrysseafood.com,17,17
flagstar.com,188,188
cornerpantry.com,22,22
caseys.com,2198,2198
vitalitybowls.com,80,72
beaconandbridge.com,25,25
greenmill.com,23,23
brothers-marketplace.com,3,3
souplantation.com,97,36
torchystacos.com,72,72
ihg.com/holidayinnresorts,3583,14
beefobradysfranchise.com,153,153
tileshop.com,140,140
stinker.com,112,112
ranchosanmiguelmarkets.com,7,7
dominos.ca,493,493
powerhousegym.com,100,100
bravosupermarkets.com,94,94
cousinssubs.com,92,92
clipperpetroleum.com,28,28
security-finance.com/time-finance,924,2
smartfoodservice.com,67,67
cariboucoffee.com,458,458
hometownpharmacywi.com,61,61
christopherandbanks.com,456,456
engineeringforkids.com,85,85
nrgizejuice.com,79,79
gooddaypharmacy.com,9,9
petsmart.ca,138,138
shopritela.com,36,36
lids.com,983,983
fedex.com,17269,2586
bigredstores.net,34,34
mcdonalds.ca,1459,1459
americastacoshop.com,5,5
thewalkingcompany.com,179,179
communityrx.com,9,9
kimptonhotels.com,3583,60
tdcanadatrust.com,1096,1096
key.com,3221,1147
shortstopfoodmarts.com,46,46
davesmarkets.com,13,13
84lumber.com,238,238
redlion.com/lexington-hotels-inns,1124,5
pearlevision.com,462,462
henryford.com,131,131
longhornsteakhouse.com,528,528
elizabethgrady.com,24,24
foodmarketlachiquita.com,11,11
mypricelessfoods.com,44,44
hutchs.net,16,16
plaidpantry.com,108,108
massageenvy.com,1172,1172
peets.com,19425,259
flemingssteakhouse.com,70,70
johnsoncontrols.com,351,303
shoppersfood.com,46,46
nofrillssupermarkets.com,3,3
7-eleven.com,7918,7918
pacificsales.com,234,234
costulessdirect.com,69,69
sellersbros.com,15,15
karnsfoods.com,8,8
lucchese.com,10,10
ilovepokebar.com,74,74
woodssupermarket.com,16,16
tbirdminimarts.com,10,10
hiltongrandvacations.com,33,33
intermixonline.com,36,36
schmizza.com,22,22
geox.com,7,7
catofashions.com,1045,1045
theartofshaving.com,91,91
econofoods.com,2,2
alonbrands.com,670,309
insureone.com,80,80
whitecap.com,208,208
mathnasium.com,940,940
alamo.com,285,285
harusushi.com,4,4
cashwise.com,25,25
justabuck.com,18,18
bi-lo.com,112,112
zumiez.com,604,604
snapfitness.com,912,912
carinos.com,54,54
foodcity.com,136,136
bubbagump.com,27,27
aztecamex.com,18,18
tastee-freez.com,22,22
cinemark.com,351,351
parkersga.com,12,12
dangelos.com,86,86
checkers.com,871,871
cartier.us,25,25
tdameritrade.com,363,363
lastcall.com,27,27
brueggers.com,214,214
sullivanssteakhouse.com,13,13
bmoharris.com,614,565
johnnyspizza.com,65,65
courtyard.marriott.com,5135,1012
childtime.com,220,220
shipleydonuts.com,316,316
deweyspizza.com,25,25
fivestarfoodmart.com,78,78
oldchicago.com,109,109
bk.com,7235,7235
kirbyfoodsiga.com,12,12
tuesdaymorning.com,737,737
specialtys.com,53,53
adidas.com,165,165
7elevenhawaii.com,65,65
mckaysmarket.com,9,9
dollartree.com,6933,6933
richardswholefoods.com,10,10
ihg.com/avidhotels,3583,9
ccfoodmarts.com,11,11
officedepot.com,1317,860
louandgrey.com,13,13
roysrestaurant.com,15,15
brickhousetavernandtap.com,21,21
sunglasshut.com,1675,1675
familyfreshmarket.com,5,5
sasshoes.com,997,168
whitehouseblackmarket.com,457,457
itsugar.com,96,96
jensensfoods.com,9,9
toojays.com,30,30
johnniesnypizza.com,4,4
extremepita.com,82,82
ferragamo.com,41,38
aldi.us,1898,1898
saltgrass.com,43,43
brookstone.com,31,31
schnippers.com,5,5
medicineshoppe.ca,216,216
richardsfoodporium.com,13,13
tedsmontanagrill.com,43,43
insomniacookies.com,157,157
midwestpetro.com,57,57
park.hyatt.com,18,18
truenorthstores.com,106,106
orangejulius.com,5103,463
redlion.com/red-lion-inn-suites,1119,44
rickysnyc.com,5,5
curves.com,443,443
brasstapbeerbar.com,50,50
dunkindonuts.com,9549,9549
rosauers.com,22,22
hibachisan.com,18,18
cruizers.net,25,25
fruitfulyield.com,13,13
pinkberry.com,85,85
wingzone.com,37,37
littlecaesars.com,4231,4231
arco.com,1561,1561
chavezsuper.com,10,10
supermercadosmrspecial.com,17,17
extremepizza.com,38,38
deciccoandsons.com,8,8
flroberts.com,24,24
foxconvenience.com,9,9
piccadilly.com,41,41
lacrosseunlimited.com,41,41
andaz.hyatt.com,18,18
handandstone.ca,28,28
joann.com,869,869
ihg.com/holidayinnclubvacations,3583,21
elranchoinc.com,25,25
serviceking.com,344,344
shopvaluland.com,4,4
foodtown.com,72,72
interstatebatteries.com,444,444
cherryberryyogurtbar.com,46,46
foodlandstores.com,10,10
roconestop.com,18,18
speedystop.com,28,28
meineke.ca,33,33
jalexanders.com,46,19
dollartreecanada.com,225,225
surfcitysqueeze.com,86,86
faststopmarkets.com,13,13
easyhome.us,31,31
bartelldrugs.com,68,68
abbeycarpet.com,248,80
slimchickens.com,75,75
crosbysstores.com,82,82
mcdonalds.com,13895,13895
kwikchekstores.com,45,45
searshomeservices.com,4825,4825
udfinc.com,171,171
sears.com,1103,233
99restaurants.com,107,107
amctheatres.com,634,634
atlanticunionbank.com,146,146
kohls.com,1148,1148
paisanospizza.com,38,38
shopsavmor.com,7,7
gap.com,664,664
pizzahut.ca,402,402
ezgostores.com,22,22
bbt.com,3499,1770
zoundshearing.com,17,17
cenex.com,2541,35
janieandjack.com,138,138
pizzaplusinc.com,59,59
jerseymikes.com,1583,1583
completenutrition.com,37,37
shophqf.com,15,15
threebearsalaska.com,9,9
pandaexpress.com,2136,2136
pilotflyingj.com,761,761
bigy.com,70,70
yumyumdonuts.com,92,92
myporters.net,9,9
goodfortunesupermarket.com,19,19
cornermarketms.com,7,7
dressbarn.com,661,661
savers.com,346,111
alohapokeco.com,16,16
georgewebb.com,44,44
starwoodhotels.com/luxury,5135,20
chilis.com,1239,1239
sweetfrog.com,296,296
chicos.com,675,675
tacotime.com,127,127
wingerbros.com,24,24
chevronwithtechron.com,7832,6478
myugo.com,37,37
stop-n-go.com,36,36
theoceanaire.com,11,11
brusters.com,174,174
valuepawnandjewelry.com,101,101
champlainfarms.com,39,39
mastrosrestaurants.com,17,17
zaxbys.com,918,918
redlion.com/hotel-rl,1119,9
cabelas.com,171,87
zpizza.com,35,35
savastep.com,11,11
babinsseafood.com,3,3
sappbros.net,35,35
grandresidenceclub.com,1,1
carrows.com,7,7
freedomvalu.com,49,49
planetsmoothie.com,155,155
jackinthebox.com,2243,2243
noodles.com,461,461
ta-petro.com,260,260
sendiks.com,17,17
getairsports.com,1,1
rossstores.com,1502,1502
kendrascott.com,100,100
colortyme.com,32,32
cottageinn.com,52,52
akins.com,7,7
stripesstores.com,532,532
costco.com,642,642
kristoil.com,75,75
gerritys.com,9,9
chart-house.com,26,26
journeys.com,1152,1152
bigsaverfoods.com,11,11
medifastcenters.com,15,15
acfp.com,67,67
sees.com,225,225
peoples.com,494,401
sperrytopsider.com,818,33
homedepot.com,2166,2166
savonstores.com,11,11
grocerydepotms.com,3,3
meeks.com,43,43
macys.com,574,574
abeloil.com,18,18
